consumo_kwh,uso_horario_pico,quantidade_equipamentos,tipo_imovel,horas_alto_consumo,categoria,consumo_por_equipamento,intensidade_consumo,equipamentos_por_hora,uso_horario_pico_num
209,True,6,Apartamento,4,Eficiente,34.833333333333336,52.25,1.5,1
490,True,6,Casa,1,Ineficiente,81.66666666666667,490.0,6.0,1
174,True,10,Apartamento,9,Moderado,17.4,19.33333333333333,1.1111111111111112,1
371,True,13,Apartamento,10,Ineficiente,28.53846153846154,37.1,1.3,1
362,True,13,Casa,5,Moderado,27.846153846153847,72.4,2.6,1
148,True,15,Casa,8,Moderado,9.866666666666667,18.5,1.875,1
90,True,16,Apartamento,3,Moderado,5.625,30.0,5.333333333333333,1
333,False,8,Apartamento,4,Eficiente,41.625,83.25,2.0,0
629,False,16,Casa,4,Ineficiente,39.3125,157.25,4.0,0
213,False,14,Apartamento,8,Moderado,15.214285714285714,26.625,1.75,0
102,True,3,Casa,9,Moderado,34.0,11.333333333333334,0.3333333333333333,1
425,False,16,Casa,3,Moderado,26.5625,141.66666666666666,5.333333333333333,0
381,False,12,Casa,7,Moderado,31.75,54.42857142857143,1.7142857142857142,0
442,True,10,Casa,9,Moderado,44.2,49.11111111111112,1.1111111111111112,1
475,True,15,Apartamento,2,Ineficiente,31.666666666666668,237.5,7.5,1
297,False,16,Comércio,4,Eficiente,18.5625,74.25,4.0,0
220,True,4,Casa,3,Eficiente,55.0,73.33333333333333,1.3333333333333333,1
695,True,8,Apartamento,8,Ineficiente,86.875,86.875,1.0,1
289,False,11,Casa,4,Eficiente,26.272727272727277,72.25,2.75,0
695,False,3,Apartamento,9,Ineficiente,231.66666666666663,77.22222222222223,0.3333333333333333,0
539,True,8,Casa,1,Ineficiente,67.375,539.0,8.0,1
435,True,10,Apartamento,1,Moderado,43.5,435.0,10.0,1
403,True,12,Comércio,4,Ineficiente,33.583333333333336,100.75,3.0,1
212,False,15,Casa,3,Eficiente,14.133333333333333,70.66666666666667,5.0,0
206,True,4,Apartamento,3,Eficiente,51.5,68.66666666666667,1.3333333333333333,1
185,True,7,Casa,10,Moderado,26.428571428571427,18.5,0.7,1
683,False,8,Casa,2,Moderado,85.375,341.5,4.0,0
457,True,7,Casa,10,Ineficiente,65.28571428571429,45.7,0.7,1
130,False,5,Casa,10,Eficiente,26.0,13.0,0.5,0
108,True,6,Casa,2,Eficiente,18.0,54.0,3.0,1
541,True,9,Casa,8,Ineficiente,60.11111111111112,67.625,1.125,1
375,False,6,Casa,1,Eficiente,62.5,375.0,6.0,0
376,True,11,Casa,8,Ineficiente,34.18181818181818,47.0,1.375,1
486,True,13,Apartamento,10,Ineficiente,37.38461538461539,48.6,1.3,1
692,True,14,Comércio,3,Ineficiente,49.42857142857143,230.66666666666663,4.666666666666667,1
484,False,16,Casa,2,Ineficiente,30.25,242.0,8.0,0
425,False,15,Casa,9,Moderado,28.33333333333333,47.22222222222222,1.6666666666666667,0
499,False,15,Casa,5,Ineficiente,33.266666666666666,99.8,3.0,0
261,True,12,Comércio,5,Moderado,21.75,52.2,2.4,1
80,True,4,Apartamento,6,Eficiente,20.0,13.333333333333334,0.6666666666666666,1
646,True,7,Apartamento,4,Ineficiente,92.28571428571428,161.5,1.75,1
450,False,10,Casa,7,Moderado,45.0,64.28571428571429,1.4285714285714286,0
510,True,16,Casa,7,Ineficiente,31.875,72.85714285714286,2.2857142857142856,1
388,False,7,Casa,11,Moderado,55.42857142857143,35.27272727272727,0.6363636363636364,0
216,True,12,Comércio,9,Ineficiente,18.0,24.0,1.3333333333333333,1
281,False,14,Comércio,6,Eficiente,20.071428571428573,46.833333333333336,2.333333333333333,0
515,False,10,Casa,1,Moderado,51.5,515.0,10.0,0
392,False,10,Apartamento,9,Moderado,39.2,43.55555555555556,1.1111111111111112,0
196,True,11,Casa,10,Moderado,17.818181818181817,19.6,1.1,1
654,True,12,Casa,9,Ineficiente,54.5,72.66666666666667,1.3333333333333333,1
323,True,8,Comércio,5,Moderado,40.375,64.6,1.6,1
616,True,14,Apartamento,7,Ineficiente,44.0,88.0,2.0,1
681,True,6,Casa,1,Ineficiente,113.5,681.0,6.0,1
154,True,14,Casa,4,Moderado,11.0,38.5,3.5,1
465,True,13,Apartamento,10,Ineficiente,35.76923076923077,46.5,1.3,1
289,False,5,Apartamento,4,Eficiente,57.8,72.25,1.25,0
554,False,17,Apartamento,5,Ineficiente,32.588235294117645,110.8,3.4,0
497,True,14,Casa,6,Ineficiente,35.5,82.83333333333333,2.333333333333333,1
426,False,16,Casa,4,Moderado,26.625,106.5,4.0,0
608,True,7,Comércio,6,Ineficiente,86.85714285714286,101.33333333333331,1.1666666666666667,1
258,True,8,Apartamento,10,Moderado,32.25,25.8,0.8,1
261,True,5,Casa,7,Moderado,52.2,37.285714285714285,0.7142857142857143,1
104,False,4,Apartamento,3,Eficiente,26.0,34.666666666666664,1.3333333333333333,0
259,True,9,Apartamento,9,Moderado,28.77777777777778,28.77777777777778,1.0,1
580,True,13,Casa,8,Ineficiente,44.61538461538461,72.5,1.625,1
240,False,7,Casa,1,Eficiente,34.285714285714285,240.0,7.0,0
256,True,11,Apartamento,2,Moderado,23.272727272727277,128.0,5.5,1
364,False,17,Apartamento,2,Moderado,21.41176470588235,182.0,8.5,0
142,False,5,Apartamento,10,Eficiente,28.4,14.2,0.5,0
235,False,16,Comércio,9,Moderado,14.6875,26.11111111111111,1.7777777777777777,0
548,True,17,Casa,9,Ineficiente,32.23529411764706,60.888888888888886,1.8888888888888888,1
128,True,10,Casa,9,Moderado,12.8,14.22222222222222,1.1111111111111112,1
163,True,8,Comércio,1,Eficiente,20.375,163.0,8.0,1
440,True,6,Casa,7,Moderado,73.33333333333333,62.85714285714285,0.8571428571428571,1
227,True,14,Apartamento,11,Moderado,16.214285714285715,20.63636363636364,1.2727272727272727,1
421,True,14,Apartamento,3,Moderado,30.071428571428573,140.33333333333334,4.666666666666667,1
555,False,17,Apartamento,11,Ineficiente,32.64705882352941,50.45454545454545,1.5454545454545454,0
142,False,11,Casa,9,Moderado,12.909090909090908,15.77777777777778,1.2222222222222223,0
439,True,7,Apartamento,8,Moderado,62.71428571428572,54.875,0.875,1
640,True,17,Apartamento,3,Ineficiente,37.64705882352941,213.33333333333331,5.666666666666667,1
406,True,12,Apartamento,1,Moderado,33.833333333333336,406.0,12.0,1
220,True,8,Apartamento,9,Moderado,27.5,24.444444444444443,0.8888888888888888,1
294,False,16,Casa,10,Moderado,18.375,29.4,1.6,0
514,False,17,Casa,1,Ineficiente,30.235294117647054,514.0,17.0,0
397,False,17,Casa,3,Moderado,23.352941176470587,132.33333333333334,5.666666666666667,0
111,False,15,Casa,6,Eficiente,7.4,18.5,2.5,0
364,True,11,Comércio,6,Ineficiente,33.09090909090909,60.66666666666666,1.8333333333333333,1
384,False,9,Apartamento,11,Moderado,42.66666666666666,34.90909090909091,0.8181818181818182,0
508,True,14,Apartamento,10,Ineficiente,36.285714285714285,50.8,1.4,1
556,False,7,Apartamento,4,Moderado,79.42857142857143,139.0,1.75,0
365,True,4,Casa,2,Moderado,91.25,182.5,2.0,1
223,True,6,Comércio,10,Moderado,37.16666666666666,22.3,0.6,1
503,True,4,Casa,6,Ineficiente,125.75,83.83333333333333,0.6666666666666666,1
98,True,5,Casa,10,Moderado,19.6,9.8,0.5,1
97,False,12,Apartamento,5,Eficiente,8.083333333333334,19.4,2.4,0
669,True,14,Comércio,6,Ineficiente,47.785714285714285,111.5,2.333333333333333,1
450,True,5,Comércio,7,Ineficiente,90.0,64.28571428571429,0.7142857142857143,1
254,True,6,Casa,11,Moderado,42.333333333333336,23.09090909090909,0.5454545454545454,1
273,False,8,Comércio,9,Eficiente,34.125,30.33333333333333,0.8888888888888888,0
581,True,14,Casa,7,Ineficiente,41.5,83.0,2.0,1
192,False,5,Casa,4,Eficiente,38.4,48.0,1.25,0
193,False,12,Apartamento,10,Moderado,16.083333333333332,19.3,1.2,0
301,False,16,Comércio,5,Moderado,18.8125,60.2,3.2,0
343,False,3,Apartamento,6,Eficiente,114.33333333333331,57.16666666666666,0.5,0
134,True,3,Apartamento,9,Moderado,44.66666666666666,14.88888888888889,0.3333333333333333,1
537,True,11,Apartamento,5,Ineficiente,48.81818181818182,107.4,2.2,1
241,False,11,Apartamento,5,Eficiente,21.90909090909091,48.2,2.2,0
459,True,7,Comércio,7,Ineficiente,65.57142857142857,65.57142857142857,1.0,1
166,True,11,Apartamento,2,Moderado,15.090909090909092,83.0,5.5,1
134,False,13,Comércio,3,Eficiente,10.307692307692308,44.66666666666666,4.333333333333333,0
555,True,9,Comércio,2,Ineficiente,61.66666666666666,277.5,4.5,1
257,False,11,Casa,10,Moderado,23.363636363636363,25.7,1.1,0
470,True,14,Apartamento,10,Ineficiente,33.57142857142857,47.0,1.4,1
428,False,9,Apartamento,2,Eficiente,47.55555555555556,214.0,4.5,0
87,True,11,Casa,3,Moderado,7.909090909090909,29.0,3.6666666666666665,1
392,False,17,Apartamento,6,Moderado,23.058823529411764,65.33333333333333,2.833333333333333,0
522,True,4,Casa,5,Ineficiente,130.5,104.4,0.8,1
407,True,13,Apartamento,11,Ineficiente,31.307692307692307,37.0,1.181818181818182,1
133,False,13,Comércio,5,Eficiente,10.23076923076923,26.6,2.6,0
318,True,10,Casa,2,Moderado,31.8,159.0,5.0,1
308,True,9,Casa,2,Moderado,34.22222222222222,154.0,4.5,1
658,True,8,Comércio,1,Ineficiente,82.25,658.0,8.0,1
130,False,7,Casa,3,Eficiente,18.571428571428573,43.333333333333336,2.333333333333333,0
688,True,6,Casa,11,Ineficiente,114.66666666666669,62.54545454545455,0.5454545454545454,1
683,False,9,Casa,7,Ineficiente,75.88888888888889,97.57142857142856,1.2857142857142858,0
343,True,5,Apartamento,11,Moderado,68.6,31.181818181818183,0.4545454545454545,1
497,True,10,Apartamento,5,Ineficiente,49.7,99.4,2.0,1
175,False,4,Apartamento,7,Eficiente,43.75,25.0,0.5714285714285714,0
167,False,3,Apartamento,9,Eficiente,55.66666666666666,18.55555555555556,0.3333333333333333,0
157,False,13,Apartamento,6,Eficiente,12.076923076923077,26.166666666666668,2.1666666666666665,0
367,False,4,Apartamento,2,Eficiente,91.75,183.5,2.0,0
199,True,11,Casa,1,Moderado,18.09090909090909,199.0,11.0,1
570,True,7,Apartamento,1,Ineficiente,81.42857142857143,570.0,7.0,1
531,True,13,Apartamento,10,Ineficiente,40.84615384615385,53.1,1.3,1
579,False,10,Apartamento,9,Ineficiente,57.9,64.33333333333333,1.1111111111111112,0
244,False,5,Casa,6,Eficiente,48.8,40.66666666666666,0.8333333333333334,0
261,True,9,Casa,6,Eficiente,29.0,43.5,1.5,1
548,True,17,Casa,4,Ineficiente,32.23529411764706,137.0,4.25,1
86,True,4,Casa,2,Eficiente,21.5,43.0,2.0,1
409,False,10,Apartamento,10,Moderado,40.9,40.9,1.0,0
230,True,16,Casa,3,Moderado,14.375,76.66666666666667,5.333333333333333,1
164,True,9,Apartamento,3,Eficiente,18.22222222222222,54.66666666666666,3.0,1
226,True,14,Casa,8,Moderado,16.142857142857142,28.25,1.75,1
460,False,7,Casa,6,Moderado,65.71428571428571,76.66666666666667,1.1666666666666667,0
627,False,14,Apartamento,7,Ineficiente,44.785714285714285,89.57142857142857,2.0,0
364,False,13,Casa,9,Moderado,28.0,40.44444444444444,1.4444444444444444,0
161,True,6,Comércio,1,Eficiente,26.83333333333333,161.0,6.0,1
593,True,3,Casa,2,Ineficiente,197.66666666666663,296.5,1.5,1
602,False,7,Casa,9,Ineficiente,86.0,66.88888888888889,0.7777777777777778,0
465,False,14,Apartamento,5,Ineficiente,33.214285714285715,93.0,2.8,0
550,True,11,Apartamento,4,Ineficiente,50.0,137.5,2.75,1
198,True,12,Casa,1,Moderado,16.5,198.0,12.0,1
475,True,6,Casa,9,Ineficiente,79.16666666666667,52.77777777777778,0.6666666666666666,1
611,True,15,Apartamento,11,Ineficiente,40.73333333333333,55.54545454545455,1.3636363636363635,1
340,False,11,Comércio,9,Ineficiente,30.90909090909091,37.77777777777778,1.2222222222222223,0
335,True,14,Comércio,4,Ineficiente,23.928571428571427,83.75,3.5,1
305,True,4,Casa,9,Moderado,76.25,33.888888888888886,0.4444444444444444,1
132,True,6,Comércio,10,Moderado,22.0,13.2,0.6,1
579,True,11,Casa,1,Ineficiente,52.63636363636363,579.0,11.0,1
585,True,6,Casa,5,Ineficiente,97.5,117.0,1.2,1
443,True,7,Apartamento,1,Moderado,63.285714285714285,443.0,7.0,1
359,True,13,Casa,4,Moderado,27.615384615384617,89.75,3.25,1
672,False,10,Casa,5,Moderado,67.2,134.4,2.0,0
237,True,3,Casa,11,Moderado,79.0,21.545454545454547,0.2727272727272727,1
138,True,3,Casa,3,Eficiente,46.0,46.0,1.0,1
207,False,11,Apartamento,2,Eficiente,18.818181818181817,103.5,5.5,0
194,False,11,Apartamento,6,Eficiente,17.636363636363637,32.333333333333336,1.8333333333333333,0
288,False,6,Casa,11,Eficiente,48.0,26.181818181818183,0.5454545454545454,0
605,True,15,Apartamento,3,Ineficiente,40.333333333333336,201.66666666666663,5.0,1
600,True,4,Comércio,10,Ineficiente,150.0,60.0,0.4,1
631,True,15,Apartamento,1,Ineficiente,42.06666666666667,631.0,15.0,1
316,True,11,Casa,11,Ineficiente,28.727272727272727,28.727272727272727,1.0,1
360,True,16,Comércio,5,Ineficiente,22.5,72.0,3.2,1
438,False,6,Apartamento,2,Eficiente,73.0,219.0,3.0,0
280,True,8,Casa,2,Eficiente,35.0,140.0,4.0,1
357,True,14,Casa,4,Moderado,25.5,89.25,3.5,1
314,False,3,Casa,4,Eficiente,104.66666666666669,78.5,0.75,0
573,True,14,Apartamento,4,Ineficiente,40.92857142857143,143.25,3.5,1
83,False,11,Casa,7,Moderado,7.545454545454546,11.857142857142858,1.5714285714285714,0
521,False,7,Apartamento,1,Moderado,74.42857142857143,521.0,7.0,0
108,False,17,Casa,8,Moderado,6.352941176470588,13.5,2.125,0
188,False,5,Comércio,10,Eficiente,37.6,18.8,0.5,0
689,True,6,Casa,9,Ineficiente,114.83333333333331,76.55555555555556,0.6666666666666666,1
154,True,3,Comércio,10,Moderado,51.333333333333336,15.4,0.3,1
225,False,16,Comércio,6,Eficiente,14.0625,37.5,2.6666666666666665,0
207,False,11,Casa,4,Eficiente,18.818181818181817,51.75,2.75,0
121,True,16,Apartamento,6,Moderado,7.5625,20.166666666666668,2.6666666666666665,1
435,False,10,Casa,10,Moderado,43.5,43.5,1.0,0
120,True,6,Comércio,7,Moderado,20.0,17.142857142857142,0.8571428571428571,1
113,False,4,Apartamento,6,Eficiente,28.25,18.83333333333333,0.6666666666666666,0
96,True,16,Casa,11,Moderado,6.0,8.727272727272727,1.4545454545454546,1
232,True,11,Casa,1,Moderado,21.09090909090909,232.0,11.0,1
457,False,6,Casa,5,Moderado,76.16666666666667,91.4,1.2,0
667,True,11,Comércio,8,Ineficiente,60.63636363636363,83.375,1.375,1
678,True,12,Apartamento,8,Ineficiente,56.5,84.75,1.5,1
421,True,5,Comércio,10,Ineficiente,84.2,42.1,0.5,1
106,False,9,Casa,9,Eficiente,11.77777777777778,11.77777777777778,1.0,0
366,False,9,Casa,4,Eficiente,40.66666666666666,91.5,2.25,0
247,False,12,Comércio,10,Moderado,20.58333333333333,24.7,1.2,0
689,False,15,Casa,6,Ineficiente,45.93333333333333,114.83333333333331,2.5,0
347,False,6,Comércio,7,Moderado,57.833333333333336,49.57142857142857,0.8571428571428571,0
534,True,4,Casa,5,Ineficiente,133.5,106.8,0.8,1
480,True,13,Casa,11,Ineficiente,36.92307692307692,43.63636363636363,1.181818181818182,1
555,False,11,Apartamento,8,Ineficiente,50.45454545454545,69.375,1.375,0
637,True,6,Comércio,3,Ineficiente,106.16666666666669,212.33333333333331,2.0,1
655,True,10,Comércio,8,Ineficiente,65.5,81.875,1.25,1
209,True,16,Casa,5,Moderado,13.0625,41.8,3.2,1
442,True,4,Casa,1,Moderado,110.5,442.0,4.0,1
371,False,10,Apartamento,6,Eficiente,37.1,61.833333333333336,1.6666666666666667,0
450,True,13,Apartamento,2,Moderado,34.61538461538461,225.0,6.5,1
108,False,12,Apartamento,7,Moderado,9.0,15.428571428571429,1.7142857142857142,0
228,True,7,Casa,9,Moderado,32.57142857142857,25.33333333333333,0.7777777777777778,1
375,True,9,Comércio,3,Moderado,41.66666666666666,125.0,3.0,1
90,True,9,Apartamento,10,Moderado,10.0,9.0,0.9,1
591,False,14,Apartamento,4,Ineficiente,42.21428571428572,147.75,3.5,0
192,False,11,Apartamento,4,Eficiente,17.454545454545453,48.0,2.75,0
266,False,5,Casa,4,Eficiente,53.2,66.5,1.25,0
306,False,12,Comércio,3,Moderado,25.5,102.0,4.0,0
389,False,6,Apartamento,5,Eficiente,64.83333333333333,77.8,1.2,0
177,False,12,Comércio,9,Moderado,14.75,19.666666666666668,1.3333333333333333,0
134,False,6,Comércio,11,Eficiente,22.33333333333333,12.181818181818182,0.5454545454545454,0
485,False,17,Apartamento,8,Ineficiente,28.529411764705884,60.625,2.125,0
148,True,15,Apartamento,10,Moderado,9.866666666666667,14.8,1.5,1
391,True,12,Casa,2,Moderado,32.583333333333336,195.5,6.0,1
368,False,7,Casa,9,Moderado,52.57142857142857,40.888888888888886,0.7777777777777778,0
627,False,16,Casa,10,Ineficiente,39.1875,62.7,1.6,0
227,True,8,Casa,2,Eficiente,28.375,113.5,4.0,1
546,False,17,Casa,7,Ineficiente,32.11764705882353,78.0,2.4285714285714284,0
323,False,5,Casa,5,Eficiente,64.6,64.6,1.0,0
570,True,15,Casa,7,Ineficiente,38.0,81.42857142857143,2.142857142857143,1
586,False,6,Casa,5,Moderado,97.66666666666669,117.2,1.2,0
444,True,5,Casa,6,Moderado,88.8,74.0,0.8333333333333334,1
561,True,4,Casa,8,Ineficiente,140.25,70.125,0.5,1
280,True,12,Apartamento,1,Moderado,23.33333333333333,280.0,12.0,1
233,True,14,Apartamento,11,Moderado,16.642857142857142,21.181818181818183,1.2727272727272727,1
529,False,11,Casa,1,Ineficiente,48.09090909090909,529.0,11.0,0
580,True,3,Apartamento,5,Ineficiente,193.33333333333331,116.0,0.6,1
152,True,4,Apartamento,1,Eficiente,38.0,152.0,4.0,1
375,True,10,Casa,3,Moderado,37.5,125.0,3.333333333333333,1
96,True,17,Apartamento,10,Moderado,5.647058823529412,9.6,1.7,1
296,True,9,Comércio,9,Moderado,32.888888888888886,32.888888888888886,1.0,1
140,False,14,Apartamento,7,Moderado,10.0,20.0,2.0,0
695,True,3,Casa,6,Ineficiente,231.66666666666663,115.83333333333331,0.5,1
121,False,7,Apartamento,8,Eficiente,17.285714285714285,15.125,0.875,0
104,False,12,Casa,8,Moderado,8.666666666666666,13.0,1.5,0
118,True,8,Apartamento,6,Eficiente,14.75,19.666666666666668,1.3333333333333333,1
210,False,7,Comércio,4,Eficiente,30.0,52.5,1.75,0
577,True,6,Apartamento,4,Ineficiente,96.16666666666669,144.25,1.5,1
308,True,16,Comércio,4,Ineficiente,19.25,77.0,4.0,1
187,True,15,Casa,6,Moderado,12.466666666666669,31.166666666666668,2.5,1
251,True,3,Comércio,1,Eficiente,83.66666666666667,251.0,3.0,1
514,True,9,Apartamento,2,Ineficiente,57.11111111111112,257.0,4.5,1
557,False,11,Casa,6,Ineficiente,50.63636363636363,92.83333333333331,1.8333333333333333,0
181,True,8,Apartamento,11,Moderado,22.625,16.454545454545453,0.7272727272727273,1
603,False,5,Casa,1,Moderado,120.6,603.0,5.0,0
354,True,17,Casa,9,Ineficiente,20.823529411764707,39.333333333333336,1.8888888888888888,1
692,False,12,Apartamento,6,Ineficiente,57.66666666666666,115.33333333333331,2.0,0
123,True,16,Casa,7,Moderado,7.6875,17.571428571428573,2.2857142857142856,1
96,True,6,Apartamento,1,Eficiente,16.0,96.0,6.0,1
409,True,12,Casa,8,Ineficiente,34.083333333333336,51.125,1.5,1
648,True,7,Casa,5,Ineficiente,92.57142857142856,129.6,1.4,1
576,True,17,Comércio,5,Ineficiente,33.88235294117647,115.2,3.4,1
91,False,14,Casa,6,Eficiente,6.5,15.166666666666666,2.333333333333333,0
397,True,14,Apartamento,7,Ineficiente,28.357142857142858,56.71428571428572,2.0,1
671,False,3,Apartamento,7,Ineficiente,223.66666666666663,95.85714285714286,0.4285714285714285,0
295,False,7,Apartamento,5,Eficiente,42.142857142857146,59.0,1.4,0
418,False,3,Comércio,1,Eficiente,139.33333333333334,418.0,3.0,0
160,True,11,Apartamento,11,Moderado,14.545454545454543,14.545454545454543,1.0,1
564,True,9,Casa,9,Ineficiente,62.66666666666666,62.66666666666666,1.0,1
453,False,5,Comércio,6,Moderado,90.6,75.5,0.8333333333333334,0
279,False,11,Casa,9,Moderado,25.363636363636363,31.0,1.2222222222222223,0
616,True,4,Apartamento,11,Ineficiente,154.0,56.0,0.3636363636363636,1
545,True,14,Comércio,4,Ineficiente,38.92857142857143,136.25,3.5,1
168,True,9,Apartamento,2,Eficiente,18.666666666666668,84.0,4.5,1
347,False,11,Apartamento,3,Moderado,31.545454545454547,115.66666666666669,3.6666666666666665,0
650,False,8,Apartamento,4,Moderado,81.25,162.5,2.0,0
568,True,12,Apartamento,10,Ineficiente,47.333333333333336,56.8,1.2,1
617,False,7,Comércio,8,Ineficiente,88.14285714285714,77.125,0.875,0
126,False,14,Casa,3,Eficiente,9.0,42.0,4.666666666666667,0
367,True,9,Casa,8,Moderado,40.77777777777778,45.875,1.125,1
95,False,16,Apartamento,6,Eficiente,5.9375,15.833333333333334,2.6666666666666665,0
480,False,17,Apartamento,4,Ineficiente,28.235294117647054,120.0,4.25,0
165,True,17,Casa,7,Moderado,9.705882352941176,23.571428571428573,2.4285714285714284,1
329,False,8,Casa,11,Moderado,41.125,29.90909090909091,0.7272727272727273,0
470,True,7,Casa,5,Ineficiente,67.14285714285714,94.0,1.4,1
414,True,16,Comércio,5,Ineficiente,25.875,82.8,3.2,1
598,True,4,Apartamento,9,Ineficiente,149.5,66.44444444444444,0.4444444444444444,1
216,True,10,Casa,3,Eficiente,21.6,72.0,3.333333333333333,1
577,True,17,Casa,10,Ineficiente,33.94117647058823,57.7,1.7,1
556,True,15,Casa,4,Ineficiente,37.06666666666667,139.0,3.75,1
673,False,9,Casa,5,Moderado,74.77777777777777,134.6,1.8,0
302,True,8,Casa,1,Moderado,37.75,302.0,8.0,1
451,False,7,Comércio,7,Ineficiente,64.42857142857143,64.42857142857143,1.0,0
481,True,7,Comércio,8,Ineficiente,68.71428571428571,60.125,0.875,1
522,False,11,Casa,6,Ineficiente,47.45454545454545,87.0,1.8333333333333333,0
569,False,3,Casa,9,Ineficiente,189.66666666666663,63.22222222222222,0.3333333333333333,0
694,True,11,Casa,3,Ineficiente,63.09090909090909,231.33333333333331,3.6666666666666665,1
352,False,8,Apartamento,2,Eficiente,44.0,176.0,4.0,0
605,True,6,Casa,5,Ineficiente,100.83333333333331,121.0,1.2,1
238,False,12,Casa,9,Moderado,19.83333333333333,26.444444444444443,1.3333333333333333,0
231,True,16,Casa,11,Moderado,14.4375,21.0,1.4545454545454546,1
699,False,9,Apartamento,1,Moderado,77.66666666666667,699.0,9.0,0
267,False,11,Apartamento,1,Eficiente,24.272727272727277,267.0,11.0,0
177,True,7,Apartamento,10,Moderado,25.285714285714285,17.7,0.7,1
210,True,16,Casa,3,Moderado,13.125,70.0,5.333333333333333,1
250,False,7,Comércio,10,Eficiente,35.714285714285715,25.0,0.7,0
262,True,10,Comércio,3,Eficiente,26.2,87.33333333333333,3.333333333333333,1
443,True,9,Casa,5,Moderado,49.22222222222222,88.6,1.8,1
118,True,15,Casa,4,Moderado,7.866666666666666,29.5,3.75,1
606,True,15,Apartamento,6,Ineficiente,40.4,101.0,2.5,1
576,False,10,Casa,8,Ineficiente,57.6,72.0,1.25,0
595,True,13,Casa,8,Ineficiente,45.76923076923077,74.375,1.625,1
428,True,14,Apartamento,11,Ineficiente,30.571428571428573,38.90909090909091,1.2727272727272727,1
476,False,12,Apartamento,4,Ineficiente,39.66666666666666,119.0,3.0,0
240,False,4,Casa,1,Eficiente,60.0,240.0,4.0,0
95,True,11,Apartamento,7,Moderado,8.636363636363637,13.571428571428571,1.5714285714285714,1
572,True,5,Comércio,6,Ineficiente,114.4,95.33333333333331,0.8333333333333334,1
505,False,8,Casa,5,Moderado,63.125,101.0,1.6,0
187,False,8,Apartamento,4,Eficiente,23.375,46.75,2.0,0
529,True,4,Casa,6,Ineficiente,132.25,88.16666666666667,0.6666666666666666,1
390,True,14,Casa,8,Ineficiente,27.857142857142858,48.75,1.75,1
249,True,15,Apartamento,6,Moderado,16.6,41.5,2.5,1
625,True,9,Casa,3,Ineficiente,69.44444444444444,208.33333333333331,3.0,1
493,True,11,Casa,9,Ineficiente,44.81818181818182,54.77777777777778,1.2222222222222223,1
330,False,14,Casa,3,Moderado,23.571428571428573,110.0,4.666666666666667,0
220,True,12,Apartamento,4,Moderado,18.33333333333333,55.0,3.0,1
353,False,13,Apartamento,5,Moderado,27.153846153846157,70.6,2.6,0
495,True,3,Casa,11,Ineficiente,165.0,45.0,0.2727272727272727,1
687,False,10,Apartamento,2,Moderado,68.7,343.5,5.0,0
118,False,4,Casa,11,Eficiente,29.5,10.727272727272728,0.3636363636363636,0
108,True,16,Apartamento,10,Moderado,6.75,10.8,1.6,1
556,True,3,Casa,11,Ineficiente,185.33333333333331,50.54545454545455,0.2727272727272727,1
397,True,10,Apartamento,10,Moderado,39.7,39.7,1.0,1
324,False,4,Comércio,2,Eficiente,81.0,162.0,2.0,0
351,False,8,Comércio,6,Eficiente,43.875,58.5,1.3333333333333333,0
519,True,17,Casa,2,Ineficiente,30.529411764705884,259.5,8.5,1
318,True,8,Comércio,10,Ineficiente,39.75,31.8,0.8,1
456,True,7,Casa,1,Ineficiente,65.14285714285714,456.0,7.0,1
345,False,10,Comércio,8,Moderado,34.5,43.125,1.25,0
438,True,5,Casa,10,Moderado,87.6,43.8,0.5,1
419,True,15,Casa,10,Ineficiente,27.933333333333334,41.9,1.5,1
468,True,12,Casa,1,Ineficiente,39.0,468.0,12.0,1
656,True,17,Casa,10,Ineficiente,38.588235294117645,65.6,1.7,1
82,False,6,Apartamento,6,Eficiente,13.666666666666666,13.666666666666666,1.0,0
508,True,9,Comércio,1,Ineficiente,56.44444444444444,508.0,9.0,1
221,False,17,Apartamento,8,Moderado,13.0,27.625,2.125,0
455,True,9,Apartamento,5,Ineficiente,50.55555555555556,91.0,1.8,1
403,True,15,Apartamento,3,Moderado,26.866666666666667,134.33333333333334,5.0,1
225,False,14,Casa,5,Eficiente,16.071428571428573,45.0,2.8,0
372,False,16,Casa,1,Moderado,23.25,372.0,16.0,0
511,False,10,Casa,1,Moderado,51.1,511.0,10.0,0
664,True,4,Casa,4,Ineficiente,166.0,166.0,1.0,1
478,True,13,Casa,9,Ineficiente,36.76923076923077,53.11111111111112,1.4444444444444444,1
423,False,14,Casa,9,Moderado,30.214285714285715,47.0,1.5555555555555556,0
219,True,4,Casa,1,Eficiente,54.75,219.0,4.0,1
266,True,6,Casa,3,Eficiente,44.333333333333336,88.66666666666667,2.0,1
140,False,15,Comércio,4,Eficiente,9.333333333333334,35.0,3.75,0
459,False,12,Casa,2,Ineficiente,38.25,229.5,6.0,0
519,False,15,Apartamento,7,Ineficiente,34.6,74.14285714285714,2.142857142857143,0
398,False,11,Apartamento,3,Moderado,36.18181818181818,132.66666666666666,3.6666666666666665,0
381,False,12,Apartamento,1,Moderado,31.75,381.0,12.0,0
423,True,14,Casa,1,Moderado,30.214285714285715,423.0,14.0,1
90,True,11,Casa,3,Moderado,8.181818181818182,30.0,3.6666666666666665,1
141,False,15,Casa,6,Eficiente,9.4,23.5,2.5,0
